_id,processo_seletivo,nome_curso,semestre_oferta,ano_oferta,data_inicio_matriculas,data_fim_matriculas,vagas,data_atualizacao
6984ca68-7b6e-4f15-becd-dd52ec1d61fb,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,2,2021-01-21
aa4e712e-dffb-4849-b32e-e86526726aa5,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Cancerologia Pediátrica - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2021-01-21
3c4b92e9-95c6-4cb3-acca-43318f504c36,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2016,,,4,2021-01-21
31dc90a8-cd3b-4a88-a928-7cb6f4adab85,"Edital 219/UFFS/2016: Ingresso nos programas de Residência Médica Campus Chapecó, Hospital Regional do Oeste. Publicado em 16.03.16.",Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2016,2016-03-30,2016-03-30,1,2021-01-21
4303c400-2b31-4cae-b351-be061a5ed815,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Hematologia e Hemoterapia - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2021-01-21
f88b40fa-9b49-4db9-aec2-7c7063c64969,EDITAL Nº 1020/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA CAMPUS CHAPECÓ,Residência Médica em Cirurgia Geral R3 - Hospital Regional do Oeste,1,2017,2017-02-13,2017-02-13,1,2021-01-21
39ae73d0-8f56-4a06-920f-a25804fd0bbb,EDITAL Nº 561/UFFS/2016 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO PROGRAMA DE PÓS - GRADUAÇÃO  MESTRADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS (PPGICH),Mestrado Interdisciplinar em Ciências Humanas,2,2016,2016-08-03,2016-08-03,9,2021-01-21
ab71405c-0f4d-41a6-95ec-45e9edb7571b,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina de Família e Comunidade - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2021-01-21
91b24370-c7fd-4606-8f0f-5372af61d46e,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Hematologia e Hemoterapia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2021-01-21
4fd547a6-20e0-4c95-8424-c27d7d95b4ed,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina Intensiva Pediátrica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
7a6f2d68-ee19-4a16-9ee6-d1c8da3f587a,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina de Urgência - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
de180211-1ba8-4abb-ba6e-d9abbbdfb15b,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Patologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-02-27,1,2021-01-21
1be3065d-1c1a-4daf-a9b7-363fc0cefbed,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Psiquiatria - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
976bf924-291d-4bc0-be9b-9005b0c73290,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cardiologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,4,2021-01-21
9d499e2b-a258-45de-adcb-b344a937a776,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Clínica Médica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,10,2021-01-21
ce7021bd-fbc3-4350-b266-28307d1f6fd7,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cirurgia Geral - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,8,2021-01-21
4d8704c4-da01-4c51-b8cb-b09ec449afdf,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,4,2021-01-21
8241cc2b-9544-418d-8b95-368577fe4f72,EDITAL Nº 122/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO EM HISTÓRIA - PPGH,Mestrado em Educação,1,2019,2019-03-07,2019-03-11,20,2021-01-21
83f2abc1-8ddf-4187-9458-62442e5c522f,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Mastologia - Hospital da Cidade de Passo Fundo,1,2019,2019-03-14,2019-03-14,1,2021-01-21
2bd87c1f-ace0-4043-83f7-5610b84f2256,EDITAL Nº 128/GR/UFFS/2019 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS – PPGCTAL/UFFS,Mestrado em Ciência e Tecnologia de Alimentos,1,2019,2019-03-07,2019-03-11,17,2021-01-21
c9be1344-07a4-4dbf-b4f0-767a9323d0c9,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina Intensiva - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
1c7ae2b6-a56a-416b-b70d-80a5a120aa26,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Gastroenterologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2021-01-21
95f19595-c339-4ec9-8462-776d5c33c353,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2021-01-21
178d1e92-a280-4464-aafa-7064571e9f20,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Hemodinâmica e Cardiologia Intervencionista - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2021-01-21
22cd1ea9-64b8-4335-99d4-0116d555ae5d,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Ecocardiografia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
c695c4f5-1f91-4447-bd2e-44c4b6f735eb,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Nefrologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
4d64160b-1250-4c2d-a745-ae5853d29e49,EDITAL Nº 685/UFFS/2015 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,2,2015,2015-08-26,2015-08-28,13,2021-01-21
2186a971-6ac0-457f-a04d-ee26e7785c3d,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2021-01-21
7629113a-8139-4b4c-9e5d-7525d2b26367,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,2,2021-01-21
4b7b767a-b373-46c3-aef9-60527749ad5a,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,2,2021-01-21
a174bd0a-2801-4ed5-b7a0-1ec114f55c3b,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Obstetrícia e Ginecologia - Hospital da Cidade de Passo Fundo,1,2016,2016-03-02,2016-03-03,2,2021-01-21
5704a0fd-2235-4e9e-b6b1-e8290f6ad9f1,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013.,Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,5,2021-01-21
a9817814-6dd6-4317-8be3-d6b0383260cf,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Neurocirurgia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2021-01-21
d757fec2-1117-48a7-bc72-9947b18f77ff,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,1,2021-01-21
5fcafe69-6db5-4bc4-bbbc-9af1dc30586f,Processo Seletivo 2013 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013.,Residência Médica em Clínica Médica - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,6,2021-01-21
f1bddf41-35e6-415c-9872-cd55b0ae6ac6,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014,Residência Médica em Clínica Médica - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,6,2021-01-21
2fb8fb30-c3be-4b80-b195-d0d8d639575b,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,4,2021-01-21
3d34ec98-90bf-448a-88a3-3c561e933ced,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013,Residência Médica em Cirurgia Geral - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,6,2021-01-21
bb58f7f8-0e4f-4113-b4a3-f7a3fffa5b2a,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Oftalmologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,2,2021-01-21
b398c932-072f-4b98-b3a9-7e2df6ea837a,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cirurgia Vascular - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2021-01-21
6480efcb-79cd-42c8-8596-78ef346ac3ef,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de  de 2013.,Residência Médica em Cirurgia Vascular - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,2,2021-01-21
ebb880e2-9228-4cc2-ab44-c8a2121f4274,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2021-01-21
1e764069-8330-4519-92c5-c5b3ffc391ee,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2021-01-21
29ba099c-9788-4d06-85c4-2d30b7a10a49,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Medicina Intensiva - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2021-01-21
a7d7915f-d015-4edf-ba83-f949f9974000,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Neonatologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2021-01-21
a40ddb9a-5c2e-40ff-995c-33bc3bd8585a,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cancerologia Clínica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2021-01-21
c15cd54f-a545-4617-83ec-51dcec1d2c97,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,3,2021-01-21
960eac7b-917e-43d0-8ddd-2a2aa4dfc39f,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Neurologia - Hospital da Cidade de Passo Fundo,1,2019,2019-03-14,2019-03-14,2,2021-01-21
c54c4bf9-06ee-437e-8884-3a0f8fa25ebb,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Oftalmologia - Hospital de Olhos,1,2019,2019-03-14,2019-03-18,2,2021-01-21
83991b9f-4c0d-47bb-8513-80007d5fa3dc,EDITAL Nº 377/GR/UFFS/2019 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS PPGICH UFFS,Mestrado Interdisciplinar em Ciências Humanas,2,2019,2019-07-15,2019-07-19,20,2021-01-21
ace79931-5a4a-43dc-be2e-b395451ee3ad,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurocirurgia - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2021-01-21
4157e3d4-8a16-4c6f-80fb-120245bb3532,EDITAL Nº 306/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM EDUCAÇÃO - PPGPE/UFFS,Mestrado em Educação,2,2015,2015-08-26,2015-09-02,20,2021-01-21
72c0e3a0-ad5c-4fb5-a77a-68a6cc0bed67,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Ginecologia e Obstetrícia - Hospital Regional do Oeste,1,2016,,,2,2021-01-21
cd071fbf-b176-4c13-9c10-2e720ea19444,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2016-12-01,1,2021-01-21
0b26b53a-792f-4328-b710-a8cbe21713fd,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-09-30,3,2021-01-21
dba637ba-c429-4b28-b127-133a05b2d4d0,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Cancerologia Clínica - Hospital da Cidade de Passo Fundo,1,2017,2017-03-01,2017-03-03,2,2021-01-21
f1041536-87e9-4a8b-8732-084c269d117a,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
ec970312-878f-460b-b4d6-7abc32373b3b,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Medicina Intensiva Pediátrica - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
1c27b8eb-9077-45de-aea4-d7b6b4bdfa46,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Cardiologia - Hospital São Vicente de Paulo,2,2013,2015-02-23,2015-09-30,4,2021-01-21
a14b89d3-e264-47a1-a08e-8f477cb7eee8,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
5f3148de-3945-40bd-9cde-afccfd412754,EDITAL Nº RM 01/2014 - HRO,Residência Médica em Cirurgia Geral - Hospital Regional do Oeste,1,2015,,,3,2021-01-21
b7a554a9-27e6-40f2-acaa-e28fd6f2271f,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Medicina Intensiva Pediátrica - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,1,2021-01-21
541c8c36-8b81-45b2-a265-ec2f5df131f4,Processo Seletivo 2013 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Obstetrícia e Ginecologia - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,3,2021-01-21
076133f4-fe8d-4dd1-b332-77e3ef4af681,Processo Seletivo 2013 Hospital São Vicente de Paula. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-07-31,5,2021-01-21
4562ff74-e564-4eaa-85d0-14f47ee76bfd,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Cirurgia Vascular - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-07-31,2,2021-01-21
0c891b53-7350-404a-b648-3b67d2b1bbc2,"EDITAL Nº 717/GR/UFFS/2017 - 
Admissão de Alunos em Disciplina Isolada no Curso de Mestrado em História - PPGH  
           
",Mestrado em História,2,2017,2017-08-14,2017-08-15,90,2021-01-21
d3b12b07-c7ca-4a01-a2c0-bb638163ead7,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Medicina Intensiva - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
acafcd73-ab64-4066-b797-5af7f72c0491,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Cancerologia Clínica - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
ba33c85f-9044-43b0-a2d4-212f645b1315,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
abb9ff0d-27f3-4c3b-a479-5145ea21c1e6,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Neonatologia - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,1,2021-01-21
8ffdbb66-b889-4acf-98fe-9eb611bfab67,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014.,Residência Médica em Cirurgia da Mão - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,2,2021-01-21
ae23f48d-a86d-48fa-a9d0-b089086561e9,Edital de Concurso de Seleção à Residência Médica - 2011 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 23 de Agosto de 2010.,Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2011,2015-09-08,2015-09-30,1,2021-01-21
5dbc9d42-526f-4170-b1ca-9f5b6a8443bb,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Ecocardiografia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,2,2021-01-21
c37af0d1-8bcb-43e7-84a6-a8b69cdd3b14,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Hemodinâmica e Cardiologia Intervencionista - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,1,2021-01-21
ff2a90be-e0a7-4149-a07b-4798f0db2c6e,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Obstetrícia e Ginecologia - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,4,2021-01-21
6e4650d8-fc97-4ab2-bba1-d7dee7e73f27,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Medicina de Família e Comunidade - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,3,2021-01-21
1371253c-eb49-49af-ae5d-504ae0edbc0e,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Clínica Médica - Hospital de Caridade de Carazinho,1,2016,2016-03-02,2016-03-03,2,2021-01-21
f7810a49-2ef4-4a78-a838-74e79b59b952,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2016,,,1,2021-01-21
3fd9eb64-bf53-4e95-bfb2-fd490931490e,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 21 de janeiro de 2013.,Residência Médica em Ortopedia e Traumatologia - Hospital da Cidade de Passo Fundo,1,2013,2015-02-23,2015-07-31,3,2021-01-21
7d516d54-1715-4fee-bbf3-bdd04ea80def,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012 e 18 de março de 2013.,Residência Médica em Medicina de Família e Comunidade - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-07-31,5,2021-01-21
12975672-8048-463d-8e5e-fc48fc420c2a,EDITAL Nº 1002/GR/UFFS/2018 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA CAMPUS CHAPECÓ 2019.1,Residência Médica em Pediatria - Hospital Regional do Oeste,1,2019,2019-02-18,2019-02-26,3,2021-01-21
181fb580-3e7f-4881-b591-bb278a1c2861,EDITAL Nº 1002/GR/UFFS/2018 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA CAMPUS CHAPECÓ 2019.1,Residência Médica em Cirurgia Geral R3 - Hospital Regional do Oeste,1,2019,2019-02-18,2019-02-26,1,2021-01-21
abebe104-aa4d-4cee-8a0c-69bddcbebafb,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 14 de fevereiro de  2014.,Residência Médica em Hematologia e Hemoterapia - Hospital São Vicente de Paulo,1,2014,2015-09-08,2015-09-30,1,2021-01-21
78577e23-188d-44f8-84bc-ad8ae6228034,"Edital 218/UFFS/2016: , HOSPITAL DA CIDADE DE PASSO FUNDO, 
HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16.",Residência Médica em Nefrologia - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,2,2021-01-21
be7684c8-efbd-4e6a-83d1-430cc67fd93f,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012 e 18 de março de 2013.,Residência Médica em Medicina Intensiva - Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-09-30,4,2021-01-21
