_id,nome_campus,ano,semestre,cod_uffs,cod_emec,nome_curso,cod_ccr,nome_ccr,id_turma,desc_turma,lista_docentes_ch,matricula_turma_id,numero_faltas,freq_turma,media_final,sit_turma,data_atualizacao
520b1aa8-1e74-4121-9173-3fb88d15e0a2,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GEX212,Matemática B,26909,"Física - Química - 3ª, 5ª, 7ª e 9ª Fase - Noturno - 2020/1","[{""docente"":""MARCOS LEANDRO OHSE"",""ch_docente"":60}]",b32e1f84-baa1-4d6f-b8e4-2c1cd5195adc,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
cdbbe89e-843c-429d-8628-33e00163a59c,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GEX212,Matemática B,26909,"Física - Química - 3ª, 5ª, 7ª e 9ª Fase - Noturno - 2020/1","[{""docente"":""MARCOS LEANDRO OHSE"",""ch_docente"":60}]",68945659-10a5-4872-853e-c6279cefac89,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
9f5584fa-aefb-4d2d-868c-d7acce6c4f7e,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCA051,Suinocultura,26679,Medicina Veterinária (Turma A) - 9ª Fase - Integral - 2020/1,"[{""docente"":""ANTONIO CARLOS PEDROSO"",""ch_docente"":45}]",7e57f327-9e62-49e7-9dc8-194d5a59b95b,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
c676e0c5-afc9-4cc3-bf0d-737f7b487da9,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCA051,Suinocultura,26679,Medicina Veterinária (Turma A) - 9ª Fase - Integral - 2020/1,"[{""docente"":""ANTONIO CARLOS PEDROSO"",""ch_docente"":45}]",90133fcb-22c6-4475-96a0-1a0bcfa38187,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
b0a0c581-81da-41a2-b51d-b6446b269f89,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCA051,Suinocultura,26679,Medicina Veterinária (Turma A) - 9ª Fase - Integral - 2020/1,"[{""docente"":""ANTONIO CARLOS PEDROSO"",""ch_docente"":45}]",75317c00-691d-4d16-8dcb-6425baa7b38c,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
bc3011e7-84f1-432a-af17-878ad11db1ee,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCA051,Suinocultura,26679,Medicina Veterinária (Turma A) - 9ª Fase - Integral - 2020/1,"[{""docente"":""ANTONIO CARLOS PEDROSO"",""ch_docente"":45}]",e1341e71-96c7-4850-a94e-7c5d81141bfe,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
a159c55c-0c1f-4142-b8dd-797f1ddce3cb,Cerro Largo,2020,1,4120,1152567,QUÍMICA,GCH816,Fundamentos do ensino e da aprendizagem,28380,Letras - 3ª Fase - (Remoto)  - 2020/1,"[{""docente"":""SANDRA VIDAL NOGUEIRA"",""ch_docente"":60}]",2de4520f-067b-4b63-969b-8d1b03d31825,64,0.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
54eeef43-5dac-4f45-b9dd-829e97e8188c,Cerro Largo,2020,1,4120,1152567,QUÍMICA,GCH816,Fundamentos do ensino e da aprendizagem,28380,Letras - 3ª Fase - (Remoto)  - 2020/1,"[{""docente"":""SANDRA VIDAL NOGUEIRA"",""ch_docente"":60}]",dd07bf7a-2085-40cd-8efa-a62a6a1d5d46,0,100.00,9.20,APROVADO,2021-08-19
cb47a3dd-bbf4-415e-b516-e8a355355c45,Cerro Largo,2020,1,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCH816,Fundamentos do ensino e da aprendizagem,28380,Letras - 3ª Fase - (Remoto)  - 2020/1,"[{""docente"":""SANDRA VIDAL NOGUEIRA"",""ch_docente"":60}]",51f9863b-6e52-455d-92fe-13e70b0a855f,0,100.00,10.00,APROVADO,2021-08-19
24e92795-a3eb-4634-a288-c153a6dad276,Chapecó,2020,1,1711,5000398,GEOGRAFIA,GEX212,Matemática B,28087,Geografia - 1ª fase - (Remoto) - 2020/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",ec1f19b5-afcf-4306-8d9d-ca2ca970bdd6,6,90.00,0.00,REPROVADO POR NOTA,2021-08-19
0029ead0-a526-47ca-8008-53773b274155,Laranjeiras do Sul,2019,2,2503,5000383,AGRONOMIA,GCA237,Ecofisiologia agrícola,26600,Agronomia (Turma Especial) - 8ª e 10ª Fase - Integral - 2019/2,"[{""docente"":""LISANDRO TOMAS DA SILVA BONOME"",""ch_docente"":30}]",7b72740a-76d6-43db-bf1a-bd8ee77f79de,0,100.00,7.70,APROVADO,2021-08-19
19252645-d1b1-4502-9580-3bcfcd21f20c,Laranjeiras do Sul,2019,2,2503,5000383,AGRONOMIA,GCA237,Ecofisiologia agrícola,26600,Agronomia (Turma Especial) - 8ª e 10ª Fase - Integral - 2019/2,"[{""docente"":""LISANDRO TOMAS DA SILVA BONOME"",""ch_docente"":30}]",d1d55cd4-660e-4581-b87a-7167c8368982,0,100.00,6.60,APROVADO,2021-08-19
07cbf102-d275-4459-8b35-aff3ccdfd68c,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GEX002,Introdução à informática,23672,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""CARLOS ROBERTO FRANCA"",""ch_docente"":60}]",117305ca-540f-4360-9df7-df5caea256ed,6,90.00,8.20,APROVADO,2021-08-19
b09b9bbf-cca6-48c2-ad34-4c58505f6ffe,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GLA001,Leitura e produção textual I,23670,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""MARY STELA SURDI"",""ch_docente"":60}]",9b6eb9bf-7f71-4cee-a943-72ae20301a06,4,93.33,8.00,APROVADO,2021-08-19
b9844dea-7f73-41c3-9c4d-cd3e08f567d1,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GCH011,Introdução ao pensamento social,23674,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""CLAUDETE GOMES SOARES"",""ch_docente"":60}]",21fef9e3-8b73-4274-aef8-3a9a2c3e4937,4,93.33,8.30,APROVADO,2021-08-19
9c825629-ef4f-4aa4-b92b-85089ed4a632,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB195,Projeto integrador II,26728,Ciências Biológicas - 3ª Fase - Noturno - 2020/1,"[{""docente"":""ALEXANDRE CARVALHO DE MOURA"",""ch_docente"":15},{""docente"":""CAROLINE HEINIG VOLTOLINI"",""ch_docente"":15}]",044e5f87-7341-4f3e-8c21-e8cba51f4171,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
1c35e652-6d35-4981-9365-c6b3348fa581,Realeza,2020,1,3410,5000410,NUTRIÇÃO,GCB201,Microbiologia geral e imunologia,26739,Ciências Biológicas (Turma A) - 5ª Fase - Noturno - 2020/1,"[{""docente"":""ALEXANDRE CARVALHO DE MOURA"",""ch_docente"":45}]",8257313a-7b5f-4739-b698-9b3bb6974516,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
de6cbc92-e09d-4156-91f3-a05354325bc7,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB201,Microbiologia geral e imunologia,26739,Ciências Biológicas (Turma A) - 5ª Fase - Noturno - 2020/1,"[{""docente"":""ALEXANDRE CARVALHO DE MOURA"",""ch_docente"":45}]",e837192a-2c80-4fba-8df8-c9be9e551fce,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
bc4029d4-637a-4a92-9cba-894073b61465,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCA377,Doenças de suínos,26685,Medicina Veterinária (Optativo) - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""FABIANA ELIAS"",""ch_docente"":15},{""docente"":""SUSANA REGINA DE MELLO SCHLEMPER"",""ch_docente"":45}]",dc6bd99c-c8ff-44e9-a1f4-3ea3b0bd43be,8,86.67,7.30,APROVADO,2021-08-19
58bfa599-7721-4552-b587-4276e4d6af70,Laranjeiras do Sul,2020,1,2713,1503885,CIÊNCIAS SOCIAIS,GCH797,Educação inclusiva,28303,Ciências Sociais - Lic./Bac. - 1ª Fase - (Remoto) - 2020/1,"[{""docente"":""MARIA ELOÁ GEHLEN"",""ch_docente"":30}]",02b64696-b895-4254-90f1-3104af2787f7,2,93.33,9.40,APROVADO,2021-08-19
6591220c-a51f-4fa8-b8eb-9ea015f1a19a,Laranjeiras do Sul,2020,1,2713,1503885,CIÊNCIAS SOCIAIS,GCH1317,Introdução à ciência política,28304,Ciências Sociais - Lic./Bac. - 1ª Fase - (Remoto) - 2020/1,"[{""docente"":""FELIPE MATTOS MONTEIRO"",""ch_docente"":30}]",0f10f339-eaf1-4a90-a64a-c3c1f960a7f8,4,86.67,4.50,REPROVADO POR NOTA,2021-08-19
db7e5516-774d-4eda-8389-79fe3b80f60d,Realeza,2019,2,3530,5000409,MEDICINA VETERINÁRIA,GCB009,Anatomia dos animais domésticos I,25303,Medicina Veterinária (Turma B) - 2ª Fase - Integral - 2019/2,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":30},{""docente"":""MARCELO FALCI MOTA"",""ch_docente"":30}]",36bc426d-21fe-4a0f-8e7e-ff773cfd0b17,32,64.44,0.10,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
23df6f98-ca20-4322-ad7e-df4f3af3a1b2,Laranjeiras do Sul,2020,1,2310,5000391,ENGENHARIA DE ALIMENTOS,GEX204,Química geral,27242,Engenharia de Alimentos (Turma A) - 1ª Fase - 2020/1,"[{""docente"":""YASMINE MIGUEL SERAFINI MICHELETTO"",""ch_docente"":60}]",d0fe133f-2413-4363-ba4c-cfdb2c80e164,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
56cd60db-07d9-4b5b-b958-4fbc28b47be6,Laranjeiras do Sul,2020,1,2310,5000391,ENGENHARIA DE ALIMENTOS,GEX480,Geometria analítica,27246,Engenharia de Alimentos - 1ª Fase - 2020/1,"[{""docente"":""CARLOS AUGUSTO FERNANDES DAGNONE"",""ch_docente"":45}]",89bd3501-077b-4cfe-a84d-9f012929231b,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
38f78fd2-21d8-44b3-901c-cc8c45f1e1c2,Cerro Largo,2020,1,4802,5000405,LETRAS - PORTUGUÊS E ESPANHOL,GLA349,"Linguagem, ideologia e subjetividade",28386,Letras - 3ª Fase - (Remoto) - 2020/1,"[{""docente"":""ANA BEATRIZ FERREIRA DIAS"",""ch_docente"":30}]",92e3a693-35cc-4303-95fc-2104aac84edd,6,80.00,6.90,APROVADO,2021-08-19
f2a4830c-4251-4f48-8b7a-b9884def2579,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS593,Teorias da administração I,28366,Administração - 1ª Fase - (Remoto) - 2020/1,"[{""docente"":""CARLOS EDUARDO RUSCHEL ANES"",""ch_docente"":60}]",b55d7153-3531-432a-83b1-adbc9982e22e,5,91.67,9.60,APROVADO,2021-08-19
7056c80a-aabf-4e19-acac-d06f15c25e29,Laranjeiras do Sul,2020,1,2531,1455378,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,GCH1215,Organização do trabalho pedagógico,27835,Interdisciplinar em Educação do Campo: Ciências da Natureza - 1ª Fase (Remoto)  - 2020/1,"[{""docente"":""ANA CRISTINA HAMMEL"",""ch_docente"":45}]",f6427fa1-fd12-4adf-b3e3-02c9c984e9fa,0,100.00,7.00,APROVADO,2021-08-19
3c130c17-31cb-4445-b60f-10aa4b87fd49,Realeza,2019,2,3530,5000409,MEDICINA VETERINÁRIA,GCB009,Anatomia dos animais domésticos I,25303,Medicina Veterinária (Turma B) - 2ª Fase - Integral - 2019/2,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":30},{""docente"":""MARCELO FALCI MOTA"",""ch_docente"":30}]",5f3c0cf9-e644-40d6-bcae-f4aadf154d1a,27,70.00,6.50,APROVADO,2021-08-19
77969691-d024-48a8-a4ff-13d576ee80aa,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GLA104,Produção textual acadêmica,23724,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""ALINE CASSOL DAGA CAVALHEIRO"",""ch_docente"":60}]",4b3c7c76-4ad9-4075-98ec-881b797c3803,44,26.67,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
af7fbf83-ff6c-47a2-8db0-59fe2a81e0e7,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GEX195,Geometria analítica,23722,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",0ba049c1-b52e-4efa-be22-40d7adeed0b1,10,83.33,7.00,APROVADO,2021-08-19
f1f85741-35fc-4bb6-86ac-bedc2438891a,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GEX294,Química geral e inorgânica,23727,Engenharia Ambiental e Sanitária (Turma A) - 1ª Fase - Integral - 2019/1,"[{""docente"":""ALEXANDRE AUGUSTO MOREIRA LAPIS"",""ch_docente"":60}]",8b2d9576-1180-4f33-8605-1e5a8dedbd7f,27,64.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
6d58ad25-aff2-45ed-8382-6974ca4038bc,Chapecó,2019,1,1301,5000390,ENGENHARIA AMBIENTAL E SANITÁRIA,GCH292,História da fronteira Sul,23726,Engenharia Ambiental e Sanitária - 1ª Fase - Integral - 2019/1,"[{""docente"":""ANDRÉ LUIZ LORENZONI"",""ch_docente"":60}]",46dc7639-3764-40aa-94b1-653989a8e3f4,18,70.00,2.50,REPROVADO POR NOTA,2021-08-19
f1582982-aa26-4380-b1c2-2a561841ce10,Realeza,2020,1,3101,1152572,FÍSICA,GEX846,Química geral e experimental,26788,Física - 1ª Fase - Noturno - 2020/1	,"[{""docente"":""ANDRÉ LAZARIN GALLINA"",""ch_docente"":60}]",c64a2086-c2b3-4650-aea9-8e7436fed440,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
5f83f2f3-58dc-41f5-b182-e19bdfdc44f1,Realeza,2020,1,3101,1152572,FÍSICA,GEX846,Química geral e experimental,26788,Física - 1ª Fase - Noturno - 2020/1	,"[{""docente"":""ANDRÉ LAZARIN GALLINA"",""ch_docente"":60}]",572eb8ff-2098-40af-9e48-23cb1b6769ea,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
1e9857fc-0a1f-434f-be8e-f9710b066636,Realeza,2020,1,3101,1152572,FÍSICA,GEX846,Química geral e experimental,26788,Física - 1ª Fase - Noturno - 2020/1	,"[{""docente"":""ANDRÉ LAZARIN GALLINA"",""ch_docente"":60}]",b7008abe-940b-4f86-8942-90121786bd0e,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
8490e73b-70c2-4d39-8e9a-34c936afdd00,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB194,Histologia,26758,Ciências Biológicas - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""FELIPE BEIJAMINI"",""ch_docente"":30},{""docente"":""IZABEL APARECIDA SOARES"",""ch_docente"":15}]",2384fb5d-ff7c-416d-a9f2-34a99fd2f86a,,,,CANCELADA,2021-08-19
f45b8f45-28aa-4920-bb90-43e2412205f9,Realeza,2020,1,3530,5000409,MEDICINA VETERINÁRIA,GCB272,Biologia da conservação,26756,Ciências Biológicas (Optativo) - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""BERTA LUCIA PEREIRA VILLAGRA"",""ch_docente"":60}]",4f944ac4-8552-46c4-862c-410f4b05229f,2,96.67,9.30,APROVADO,2021-08-19
ed3b7f0e-7e37-46cc-a256-1106de534721,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GCB194,Histologia,26758,Ciências Biológicas - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""FELIPE BEIJAMINI"",""ch_docente"":30},{""docente"":""IZABEL APARECIDA SOARES"",""ch_docente"":15}]",381ed37e-4462-413c-bd0d-115bd38e4640,23,48.89,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
52f17c52-8306-4a6d-9ddc-cf4234ef8d89,Realeza,2020,1,3410,5000410,NUTRIÇÃO,GCB194,Histologia,26758,Ciências Biológicas - 9ª Fase - (Remoto) - 2020/1,"[{""docente"":""FELIPE BEIJAMINI"",""ch_docente"":30},{""docente"":""IZABEL APARECIDA SOARES"",""ch_docente"":15}]",e6fe9039-285b-4dd0-8c89-ae152b040d6e,12,73.33,0.60,REPROVADO POR NOTA,2021-08-19
b75304ed-128f-4d2c-93c7-165b8d1a34ec,Chapecó,2020,1,1701,5000396,FILOSOFIA,GCH293,Introdução à filosofia,28067,Filosofia - 1ª fase - (Remoto) - 2020/1,"[{""docente"":""JULIANO PACCOS CARAM"",""ch_docente"":60}]",8d4412f4-b627-4620-8a60-c3817853b471,0,100.00,0.00,REPROVADO POR NOTA,2021-08-19
052e0213-bc27-4fd9-9725-23fd31ca0645,Chapecó,2019,2,1801,5000404,LETRAS - PORTUGUÊS E ESPANHOL,GLA025,Literatura brasileira II,25836,Letras - Português e Espanhol - 8ª Fase - Noturno - 2019/2,"[{""docente"":""RICARDO CABRAL PENTEADO"",""ch_docente"":60}]",f848794d-e933-4800-896c-57e81e807902,24,60.00,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
5f39d82b-83b9-4130-b999-71e9d9e9de5f,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GLA104,Produção textual acadêmica,23398,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""MORGANA FABIOLA CAMBRUSSI"",""ch_docente"":15},{""docente"":""ALESSANDRA DA SILVEIRA BEZ"",""ch_docente"":45}]",6bc6f222-8fbe-4f36-81d8-77fb46ed51ef,,,,CANCELADA,2021-08-19
8aee776d-1cd6-403c-ba60-d92085fe7c15,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GEX213,Matemática C,23394,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""LUCIA MENONCINI"",""ch_docente"":60}]",cdebb57a-dd83-4059-afa2-f954933552c8,52,13.33,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
ad1a1780-e75f-4f51-a39b-5f5dd68d2d6d,Chapecó,2019,1,1110,1260434,MATEMÁTICA,GEX503,Geometria analítica,23396,Matemática - 1ª Fase - Noturno - 2019/1,"[{""docente"":""EDSON RIBEIRO DOS SANTOS"",""ch_docente"":60}]",a21e6bab-4bc0-4364-975f-a840cc7eef20,16,73.33,0.00,REPROVADO POR NOTA,2021-08-19
b1797edd-5890-4a01-95d9-4c7ed26ec5e6,Laranjeiras do Sul,2020,1,2510,5000392,ENGENHARIA DE AQUICULTURA,GEX001,Matemática instrumental,27678,Engenharia de Aquicultura - 1ª Fase - 2020/1,"[{""docente"":""CARLOS AUGUSTO FERNANDES DAGNONE"",""ch_docente"":60}]",b4968ed9-fdfe-45bc-b03e-f996122e5466,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
759ccc48-0381-4dd3-a9eb-5d205ff73771,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS439,Economia solidária,28497,Administração (Optativo) - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""ARTUR FILIPE EWALD WUERGES"",""ch_docente"":30}]",98955193-5b4d-49b1-b09f-5fd6bbdacb0c,,,,CANCELADA,2021-08-19
64456fea-c234-47ef-bdf5-2dd3974f2e46,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS439,Economia solidária,28497,Administração (Optativo) - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""ARTUR FILIPE EWALD WUERGES"",""ch_docente"":30}]",c3771bed-62a4-40b7-982f-325569630f89,0,100.00,10.00,APROVADO,2021-08-19
ee62cda2-75ec-4cd9-9f95-b1ecf6be6559,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS439,Economia solidária,28497,Administração (Optativo) - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""ARTUR FILIPE EWALD WUERGES"",""ch_docente"":30}]",f3ef4a8f-46f3-4f28-84a0-9db74889e3f3,0,100.00,10.00,APROVADO,2021-08-19
94104548-8dd5-4917-8502-795000c7ff4d,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS439,Economia solidária,28497,Administração (Optativo) - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""ARTUR FILIPE EWALD WUERGES"",""ch_docente"":30}]",6bef7800-525f-48ed-a5f2-150f9272cd36,0,100.00,10.00,APROVADO,2021-08-19
ffe0e798-ee77-4d5b-93fa-dc0ad1b3ad34,Cerro Largo,2020,1,4601,5000386,ADMINISTRAÇÃO,GCS439,Economia solidária,28497,Administração (Optativo) - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""ARTUR FILIPE EWALD WUERGES"",""ch_docente"":30}]",b8ef8085-6d17-4cbd-b327-6677bcc5a0f0,4,86.67,10.00,APROVADO,2021-08-19
871e3e89-407e-42f5-a91f-28d774fdb5db,Realeza,2019,2,3530,5000409,MEDICINA VETERINÁRIA,GCB009,Anatomia dos animais domésticos I,25303,Medicina Veterinária (Turma B) - 2ª Fase - Integral - 2019/2,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":30},{""docente"":""MARCELO FALCI MOTA"",""ch_docente"":30}]",597984dc-255d-4f14-8cde-49af7fbd272d,17,81.11,5.50,REPROVADO POR NOTA,2021-08-19
b09666f8-bd31-4cf9-9dd7-9e2e0579eed2,Realeza,2019,2,3530,5000409,MEDICINA VETERINÁRIA,GCB009,Anatomia dos animais domésticos I,25303,Medicina Veterinária (Turma B) - 2ª Fase - Integral - 2019/2,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":30},{""docente"":""MARCELO FALCI MOTA"",""ch_docente"":30}]",40b9e31b-4612-4856-b03b-e639da400969,12,86.67,6.50,APROVADO,2021-08-19
ee57b8fa-0918-490a-843b-e200d5cf63c0,Realeza,2020,1,3201,1152571,CIÊNCIAS BIOLÓGICAS,GEX901,Educação em ciências: fundamentos da astronomia,26935,Química - 3ª Fase - (Remoto) - 2020/1,"[{""docente"":""DENNIS FERNANDES ALVES BESSADA"",""ch_docente"":30}]",20dc6d73-f2f9-493f-889d-2670810a8a5f,,,,CANCELADA,2021-08-19
09865c49-41d3-4fdf-9991-c5c3c37f21fa,Realeza,2020,1,3803,5000406,LETRAS - PORTUGUÊS E ESPANHOL,GLA026,Literatura brasileira III,26993,Letras: Português e Espanhol - 9ª Fase - Noturno - 2020/1,"[{""docente"":""SERGIO ROBERTO MASSAGLI"",""ch_docente"":60}]",d1bcdf6b-7059-4af0-8a03-ee79789fd1d1,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
367bcadb-01a5-4c1d-a074-526ef197f16f,Realeza,2020,1,3803,5000406,LETRAS - PORTUGUÊS E ESPANHOL,GLA261,Estudos da língua espanhola V: morfossintaxe,27025,Letras: Português e Espanhol - 5ª Fase - Noturno - 2020/1,"[{""docente"":""MATHEUS FRANÇA RAGIEVICZ"",""ch_docente"":30}]",df41ccb8-0214-4c2a-bb21-b177c5002cb6,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
67d3686a-bfc7-4100-a04b-e61cfc7dc82f,Realeza,2020,1,3803,5000406,LETRAS - PORTUGUÊS E ESPANHOL,GLA261,Estudos da língua espanhola V: morfossintaxe,27025,Letras: Português e Espanhol - 5ª Fase - Noturno - 2020/1,"[{""docente"":""MATHEUS FRANÇA RAGIEVICZ"",""ch_docente"":30}]",3f502b8a-3d85-47b2-a0f0-4bb0d38406ef,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
8061ecb5-3c35-4e03-8fae-4e926b49782b,Realeza,2020,1,3101,1152572,FÍSICA,GEX319,Física I,26917,Química - 5ª Fase - (Remoto) - 2020/1,"[{""docente"":""CLOVIS CAETANO"",""ch_docente"":60}]",7749b24d-1e54-4979-a786-3317d7bb89e5,49,18.33,0.00,REPROVADO POR NOTA E FREQUÊNCIA,2021-08-19
e38c0b7f-77e7-49ac-9a69-c60d75feb4d4,Realeza,2020,1,3803,5000406,LETRAS - PORTUGUÊS E ESPANHOL,GLA248,Literatura portuguesa I,27008,Letras: Português e Espanhol - 3ª Fase - (Remoto) - 2020/1,"[{""docente"":""SAULO GOMES THIMOTEO"",""ch_docente"":30}]",dc9e71d2-b766-40b4-9f69-e2475d42c483,6,80.00,0.00,REPROVADO POR NOTA,2021-08-19
6fa0fa6b-e03b-48d5-8a96-809f34fabaef,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GCH011,Introdução ao pensamento social,23674,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""CLAUDETE GOMES SOARES"",""ch_docente"":60}]",8ddfa7b6-c5b1-4f4a-855d-7bad053fe0bd,,,,CANCELADA,2021-08-19
0eb275d6-6e97-4359-9bf3-cc0fd2d9e356,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GEX002,Introdução à informática,23672,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""CARLOS ROBERTO FRANCA"",""ch_docente"":60}]",7085773a-3ed4-4cb5-85d6-b0133091feea,0,100.00,6.70,APROVADO,2021-08-19
63ec8ca2-7503-4c02-a165-8dd2964959df,Chapecó,2019,1,1741,5000407,CIÊNCIAS SOCIAIS,GLA001,Leitura e produção textual I,23670,Ciências Sociais - 1ª Fase - Noturno - 2019/1,"[{""docente"":""MARY STELA SURDI"",""ch_docente"":60}]",14058dbe-d91b-4207-a0c6-63dd073f7857,0,100.00,7.80,APROVADO,2021-08-19
4c36a8ba-0a40-4b1a-b6d3-1c506f208cf7,Realeza,2020,1,3803,5000406,LETRAS - PORTUGUÊS E ESPANHOL,GLA271,Projeto de extensão III,27036,Letras: Português e Espanhol - 7ª Fase - Noturno - 2020/1,"[{""docente"":""SAULO GOMES THIMOTEO"",""ch_docente"":15}]",fb9ed466-e4e0-4ea6-aaa6-04477a99a35c,,,,CANCELAMENTO ADMINISTRATIVO,2021-08-19
b41ea70e-c498-466d-b118-3978340fae1e,Cerro Largo,2018,2,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCB156,Anatomia vegetal,24827,Agronomia (Turma especial) - Todas as fases - Integral - 2018/2,"[{""docente"":""GABRIELA CLAUDIA CANGAHUALA INOCENTE"",""ch_docente"":60}]",61cdb661-baa8-418d-bc73-7e1a3efe8a2e,0,100.00,6.90,APROVADO,2021-08-19
e7e6ac36-0fba-4c7d-aeb2-cd9fca68cd0d,Cerro Largo,2018,2,4200,1152544,CIÊNCIAS BIOLÓGICAS,GCB156,Anatomia vegetal,24827,Agronomia (Turma especial) - Todas as fases - Integral - 2018/2,"[{""docente"":""GABRIELA CLAUDIA CANGAHUALA INOCENTE"",""ch_docente"":60}]",d8d21d6f-2ead-41eb-9ec1-f73bfb706679,10,83.33,7.50,APROVADO,2021-08-19
