_id,projeto_registro,projeto_titulo,coordenador,nome_campus,desc_area_cnpq,palavras_chave,resumo,modalidade,grupos_pesquisa,projeto_pai_registro,data_atualizacao
ea805399-fccf-4e7d-b206-71f968eb443f,PES-2020-0166,"Quem são os estudantes dos cursos da área de saúde da Universidade Federal da Fronteira Sul, Campus Chapecó?",GRACIELA SOARES FONSECA,Chapecó,CIÊNCIAS DA SAÚDE,Educação em Enfermagem; Educação médica; Estudantes,"Compreendendo o contexto atual de imperatividade de mudanças na formação em saúde bem como a necessidade de ampliar o acesso por meio da interiorização do ensino superior, o projeto objetiva caracterizar os estudantes da área da saúde - enfermagem e medicina - da Universidade Federal da Fronteira Sul (UFFS), campus Chapecó. Trata-se de estudo quantitativo exploratório, transversal, cujos participantes serão os estudantes dos cursos de graduação em saúde da UFFS, campus Chapecó, que ingressarem na UFFS a partir do semestre 2019.1, totalizando 720 participantes de pesquisa. Os dados serão coletados por meio de questionário elaborado pela equipe de pesquisa, disponibilizado pelo Google Forms em laboratórios de informática da UFFS. Os dados serão compilados em uma planilha eletrônica e posteriormente analisados Programa EpiData. Para análise, serão realizadas estatísticas descritivas em que as variáveis contínuas serão apresentadas por meio de medidas de tendência central (média, mediana) e dispersão de valores (desvio padrão e amplitude de variação), e seus respectivos intervalos de confiança, enquanto que as categóricas serão apresentadas por frequência e porcentagem. Para verificar o nível de associação entre as variáveis estudadas serão feitos testes de associação (qui-quadrado), considerando níveis de significância do teste (α  0,05). O projeto de pesquisa foi apreciado e autorizado pelo Comitê de Ética em Pesquisa da Universidade Federal da Fronteira Sul (UFFS), Campus Chapecó. Espera-se, ao final estudo, oferecer subsídios que possam auxiliar no aperfeiçoamento de políticas de fixação e provimento profissional na área da saúde, assim como compreender o papel da UFFS na interiorização da formação em saúde e contribuir para a elaboração de estratégias pedagógicas coerentes com o perfil dos estudantes.",Guarda-chuva: Projeto Interno,Grupo de Pesquisa Geografia e Saúde,,2022-01-20
57a458bd-6e9d-4b2c-acf2-bb8732dbeaa8,PES-2021-0510,Câncer colorretal: envolvimento fisiopatológico do sistema purinérgico e do estresse oxidativo,ANDREIA MACHADO CARDOSO,Chapecó,CIÊNCIAS BIOLÓGICAS,câncer colorretal ; estresse oxidativo ; inflamação ; sinalização purinérgica ,"O câncer colorretal (CCR) esporádico tornou-se uma das doenças neoplásicas de maior incidência e mortalidade no Brasil, caracterizando-se, como um problema de saúde pública. Vários fatores estão envolvidos no desenvolvimento e progressão de neoplasias, incluindo fatores relacionados aos processos inflamatórios, estresse oxidativo e ao sistema purinérgico, o qual envolve enzimas e receptores de membrana associados à degradação e utilização dos nucleotídeos extracelulares como moléculas sinalizadoras. Proteínas associadas ao sistema purinérgico estão intimamente relacionadas com o desenvolvimento e progressão de neoplasias, razão pela qual torna-se relevante sua avaliação nos pacientes com CCR esporádico, sendo essas proteínas possíveis candidatos para terapêutica antitumoral. Sendo assim, o objetivo deste estudo é avaliar a atividade e a expressão de enzimas do sistema purinérgico (E-NTPDase, E-NPP, E-5’-Nucleotidase e adenosina desaminase), a presença e densidade dos seus receptores (P2X7, P2Y6, P2Y12, P2Y2 e A2A) em linfócitos e plaquetas e dos níveis de nucleotídeos e de citocinas pró e anti-inflamatórias circulantes, bem como, o perfil antioxidante enzimático (superóxido dismutase, catalase, glutationa peroxidase, glutationa redutase e glutationa-s-transferase) e não enzimático (dosagem do conteúdo de tióis totais (T-SH) e não-proteicos (NPSH), das vitaminas C e E), além  dos níveis de espécies reativas e espécies reativas ao ácido tiobarbitúrico (TBARS) em pacientes diagnosticados com CCR esporádico do subtipo histológico adenocarcinoma e em indivíduos controle saudáveis. Para tanto, as amostras de linfócitos, plaquetas, soro e plasma utilizadas serão coletadas por punção venosa em 50 pacientes com diagnóstico de CCR previamente à remoção cirúrgica do tumor, sem história familial da doença, e em 50 indivíduos saudáveis, do mesmo gênero e na mesma faixa etária. Serão excluídos do grupo de pacientes aqueles que apresentarem qualquer outra patologia fora o CCR esporádico. A atividade das enzimas, assim como o perfil oxidante e antioxidante do grupo de pacientes e do grupo controle, serão avaliados por métodos bioquímicos colorimétricos. A expressão de enzimas e receptores do sistema purinérgico será avaliada por meio das técnicas de RT-qPCR e western blot. Os níveis de citocinas pró e anti-inflamatórias nas amostras de soro serão determinados por meio de citometria de fluxo, e os níveis de nucleotídeos e adenosina circulantes através de cromatografia líquida de alta eficiência. As análises estatísticas dos resultados obtidos serão realizadas utilizando-se os testes de ANOVA e teste de Wilcoxon, conforme o grupo e tipo de variável e o teste de Pearson para a verificação da correlação entre as variáveis pesquisadas. Acredita-se que os resultados obtidos nesse estudo sejam fundamentais para elucidar os aspectos fisiopatológicos relacionados tanto com a sinalização purinérgica quanto com o estresse oxidativo no câncer colorretal.",Subprojeto,Grupo de Pesquisa em Oncologia,PES-2020-0071,2022-01-20
ada0c77c-b160-45f0-9328-f6b08a218480,PES-2020-0471,Aplicação do polímero zeína como material adsorvente para remoção de corante azul de metileno,GUSTAVO HENRIQUE FIDELIS DOS SANTOS,Laranjeiras do Sul,ENGENHARIAS,Adsorção; Íons selênio; Polímeros; Técnica eletrofiação,"A água doce é um recurso natural escasso no mundo devido às poucas fontes provenientes deste tipo de água, e a poluição e o uso desordenado dos recursos hídricos resultam em aumento dessa escassez. A avaliação da qualidade da água usada para abastecimento público, agricultura e indústrias, no caso de rios poluídos, dependem do conhecimento que se tem dos elementos poluentes, como por exemplo, os metais traço. O selênio é um micronutriente essencial para a saúde do homem. No entanto, principalmente na forma de íon metálico (Se (IV) e Se (VI)), o consumo em excesso pode ser tóxico, devido à estreita gama de tolerância entre a essencialidade e toxicidade. Desta forma, em situações em que são constatadas que a concentração de algum elemento traço, como o selênio, está acima do permitido pela legislação, técnicas como a adsorção podem ser aplicadas para redução da concentração destes contaminantes. Diversos materiais tem sido pesquisados e utilizados como material adsorvente, sendo os carvões ativados os mais conhecidos devido a elevada área superficial, complexa estrutura de poros e presença de grupos funcionais na superfície. Neste sentido, as membranas de nanofibras têm apresentado propriedades únicas, como alta área superficial específica, elevada porosidade com presença de poros finos e estabilidade estrutural, propriedades importantes para qualquer adsorvente. Desta forma, este projeto tem como finalidade avaliar a capacidade de adsorção de íons metálicos de selênio utilizando como material adsorvente nanofibras de diferentes polímeros como Poli (ácido lático) (PLA) e Poli (oxido de etileno) (PEO) produzidas pela técnica electrospinning. No projeto, serão utilizadas amostras aquosas com presença de íons metálicos de selênio oriundas de corpos aquáticos da região de Laranjeiras do Sul, PR. O estudo da adsorção de selênio pelas nanofibras será realizado por meio de experimentos em batelada para avaliação do efeito do pH na captura dos íons selênio, da cinética de adsorção e do equilíbrio de adsorção por meio do ajuste de dados experimentais aos modelos teóricos de isoterma de Langmuir e de Freundlich.",Subprojeto,"Produção, transformação e armazenamento de alimentos",PES-2020-0209,2022-01-20
97ae85fa-6fd6-4ac4-8baa-f81eaa388fca,PES-2020-0207,Efeitos do Herbicida Glifosato em Organismos Aquáticos,SILVIA ROMAO,Laranjeiras do Sul,CIÊNCIAS BIOLÓGICAS,agrotóxico; herbicida; programação; reprodução; toxicidade,"A baixa toxicidade do herbicida glifosato para organismos animais é questionada devido inúmeras indicações de interferências em atividades enzimáticas, defesa antioxidante, sistema nervoso e endócrino, além de efeitos embriotóxicos, carcinogênicos e distúrbios reprodutivos. São necessários estudos da interferência do herbicida na fisiologia e reprodução de organismos aquáticos, devido a sensibilidades desses organismos e a potencialidade de contaminações dos ambientes aquáticos rurais. São objetivos desse projeto o estudo dos efeitos do glifosato na saúde de animais aquáticos, identificando alterações na reprodução, zootécnicas e fisiológicas de parentais e prole de organismos aquáticos submetidos a contaminação. Ensaios de contaminação de espécies de peixe e camarões com glifosato, agudas (96 horas) e crônicas (30 dias), em concentrações subletais, serão realizadas para reconhecimento de alterações na reprodução (número de fêmeas prenhas, número e peso de nascidos), aspectos zootécnicos da prole cujos parentais foram submetidos ao glifosato (sobrevivência e taxa de crescimento após 30 dias de nascimento), na fisiologia de parentais e prole, analisando marcadores do sistema de defesa antioxidante (peroxidação lipídica, glutationa reduzida, catalase, superóxido dismutase, glutationa S transferase - GST), neurotoxicidade e biotransformação (colinesterase, fosfatase alcalina, GST) e metabolismo de aminoácidos (aspartato transaminase, alanina transsaminase, glutamato desidrogenase) e excreção de amônia, assim como análise morfológica de diferentes órgãos. Espera-se produzir conhecimentos que venham a adicionar informações sobre as interferências do glifosato na saúde de organismos aquáticos, subsidiando possíveis ações futuras de proteção ao ambiente natural e ambientes de produção aquícola em áreas rurais com utilização de glifosato. ",Guarda-chuva: Projeto Interno,Agroecologia,,2022-01-20
d1117d98-8038-4f82-81a4-38415049f274,PES-2020-0545,INVESTIGAÇÃO DE MARCADORES DE DANO NEURONAL E NEUROINFLAMATÓRIOS E SUAS RELAÇÕES COM TRANSTORNOS NEUROPSIQUIÁTRICOS EM SUJEITOS POSITIVOS PARA COVID-19,ZULEIDE MARIA IGNACIO,Chapecó,CIÊNCIAS DA SAÚDE,Ansiedade; COVID-19; Depressão; Neuroinflamação; Ritmo biológico,"A pandemia causada pelo novo coronavírus da síndrome respiratória aguda grave 2 (SARS-CoV-2), causador da COVID-19 cresce a níveis alarmantes trazendo graves problemas de saúde pública, além dos próprios problemas ocasionados pelo vírus, que incluem graves problemas respiratórios. Além disso, tanto o vírus quanto as consequências da pandemia podem levar ao surgimento de problemas neurológicos e transtornos psiquiátricos. Estudos recentes apontam que indivíduos infectados apresentam alterações neurológicas, mas os mecanismos pelos quais essas alterações e outras que possivelmente ocorrerão tardiamente ainda não foram elucidadas. Há evidências de que o processo inflamatório decorrente da infecção, bem como do estresse psicológico causado pela pandemia levaria a alterações importantes em vários sistemas biológicos e que afetaria o sistema nervoso central (SNC), levando então ao surgimento de transtornos psiquiátricos. Assim, o presente projeto tem como objetivo investigar a associação de marcadores inflamatórios e de dano neuronal e suas relações com transtornos neuropsiquiátricos em sujeitos positivos para COVID-19. O estudo será um caso-controle em que os casos serão indivíduos sintomáticos e assintomáticos positivos para COVID-19 e os controles serão indivíduos negativos para COVID-19. Serão aplicadas escalas para avaliação da presença de estresse, depressão, ansiedade e alterações do ritmo biológico. Além disso, será investigado perifericamente marcadores de dano neuronal, bem como de inflamação, dano mitocondrial e microbiota intestinal, os quais também se relacionam com inflamação. Será correlacionado esses marcadores com a ocorrência dos transtornos psiquiátricos. Os resultados da pesquisa poderão trazer o entendimento de como o vírus afeta o SNC além de identificar a presença de transtornos que já são por si um problema de saúde pública. As correlações entre os escores de transtornos e a expressão de marcadores biológicos serão também relevantes, tanto para subsídio dos serviços de saúde, quanto para elencar novos estudos que apontem para possíveis tratamentos.
",Guarda-chuva: Projeto Aprovado em Edital Externo,Estudos Biológicos e Clínicos em Patologias Humanas,,2022-01-20
91de850b-7d01-42f7-b2c8-a6ecf52f44c5,PES-2021-0351,"Conselhos municipais de Habitação, Saneamento e Transporte/Mobilidade em Santa Catarina: seu desenho institucional em um estudo comparado",ALEXANDRE MAURICIO MATIELLO,Chapecó,CIÊNCIAS SOCIAIS APLICADAS,conselhos; desenho institucional; planejamento urbano; políticas públicas; política urbana,"Este projeto de pesquisa dá continuidade ao estudo da municipalização das políticas públicas, em especial, focando os conselhos como instituições participativas (IPs) em um contexto de democratização dos processos de governança, trajetória de investigação em que se acumula um histórico já trilhado pelo grupo de pesquisa a que se vincula. Neste caso em proposta, tem-se como objeto os conselhos municipais de Habitação, Saneamento e Transporte/Mobilidade Urbana, denominados Conselhos Setoriais de Políticas Públicas Urbanas (CSPPUs) em municípios catarinenses com mais de 15.000 habitantes e todos os municípios da Associação dos Municípios do Oeste Catarinense (AMOSC). Tem como objetivo geral identificar e analisar o desenho institucional (DI) dos CSPPUs. Entende-se que o DI, passível de verificação na documentação que regula os conselhos (a qual também é avaliada do ponto de vista de transparência em seu acesso), tem influência sobre o grau de participação social, interferindo na qualidade da governança exercida. Ao se emparelhar as análises dos conselhos entre si, a pesquisa avança por um caminho ainda pouco investigado no Brasil, colocando os diferentes CSPPUs em perspectiva comparada. A metodologia do projeto se serve de diferentes variáveis apontadas por estudos sobre IPs, que incluem desde informações contextuais, avançando para aspectos presentes em seu ordenamento jurídico-normativo que incluem descrições sobre sua composição e funcionamento que permite estabelecer categorias comparativas e mensuráveis.  Contribui-se desta forma para a consolidação de um Observatório de políticas públicas no que se refere à avaliação da efetividade das ações de instâncias participativas como os conselhos, e assim, contribuindo com ações governamentais para fortalecê-los como espaços democráticos. 


",Subprojeto,"Estado, Sociedade e Políticas Públicas",PES-2020-0551,2022-01-20
af328c18-911e-4550-9dc1-1519905f7883,PES-2019-0672,Gramática dos Conceitos Psicológicos,ARTURO FATTURI,Chapecó,CIÊNCIAS HUMANAS,Filosofia; Gramática Filosófica; Linguagem; Uso Expressivo; Wittgenstein,"O objetivo deste projeto é estudar e analisar a concepção filosófica de Ludwig Wittgenstein quanto ao uso dos conceitos psicológicos. Estes conceitos podem ser exemplificados por verbos tais como “crer”, “desejar”, “intencionar” entre outros. Esta análise e estudo se faz necessária uma vez que a concepção filosófica de Ludwig Wittgenstein, tanto nas Investigações Filosóficas quanto em obras posteriores, apresenta uma concepção de “experiência interior” ou “mente” que parte do pressuposto de que o que denominamos por “mente humana” não é um “local” ou entidade que existe “dentro” de nosso cérebro ou “mente”. Wittgenstein elabora uma concepção do uso dos conceitos psicológicos que se diferencia amplamente das concepções tradicionais e que, por isto mesmo, possui abrangência tanto filosófica quanto psicológica. Tal elaboração de Wittgenstein é, contudo, complexa e conduz à incompreensões, tal como considerar que sua filosofia da psicologia é comportamentalista.
O ponto interessante da abordagem de Wittgenstein consiste em afirmar que a principal característica de nossos conceitos psicológicos é a de serem serem expressivos, isto é, o mundo interior da pessoa que usa um conceito psicológico está expresso no uso deste conceito e não como o que é designado pelo mesmo, a saber: nosso interior. Contudo e paradoxalmente, estes conceitos ainda que possam ser usados de maneira descritiva, não são definidos apenas através do que descrevem. Segundo o ponto de vista de Wittgenstein  nossos conceitos que visam designar experiências interiores não possuem como referência estados internos localizáveis. Ora, este ponto de vista implica que se faz necessário saber como o conceito está sendo usado, para só então saber se o mesmo visa designar um estado interno. Por exemplo, uma pessoa que em consulta ao Psiquiatra afirma “Não consigo controlar minhas emoções”, está de fato afirmado algo que lhe ocorre com alguma constância e que ela consegue diferenciar de outros estados. Neste caso, considerando a situação de uso, a afirmação visa transmitir ao psiquiatra algo que a pessoa sente como uma 
Assim, a proposta é analisar, primeiramente a noção de significado e compreensão na filosofia de Wittgenstein exposta nas Investigações Filosóficas e, posteriormente analisar as noções de “mundo interior” e “mundo exterior” e, por fim, os conceitos psicológicos e seus usos, tal como os empregamos em nossas afirmações quanto às nossas experiências psicológicas e quanto às experiências psicológicas e estados mentais de outras pessoas.",Guarda-chuva: Projeto Interno,"Lógica, Linguagem e Conhecimento - LLC",,2022-01-20
df2febfe-4051-4dc9-b24f-ff6da3ea9f04,PES-2018-0358,Internet das coisas: fundamentos e aplicações ,MARCO AURELIO SPOHN,Chapecó,CIÊNCIAS EXATAS E DA TERRA,aplicações em IoT; arquitetura de IoT; internet das coisas; plataformas de IoT,"A internet das coisas (do inglês Internet of Things, IoT) compreende todas as possibilidades de comunicação e interação, via Internet, com objetos ordinários (i.e., relativamente comuns) dotados de recursos computacionais, e de comunicação, embarcados. Esse projeto visa avançar nos aspectos de compreensão, análise e aplicações da IoT em diversos segmentos (e.g., agricultura, saúde, transporte, automação industrial e residencial, segurança), proporcionando difundir os fundamentos da área e propondo soluções para aplicações reais via estudos de caso.",Guarda-chuva: Projeto Interno,Inovação e Desenvolvimento Tecnológico - IDT,,2022-01-20
9e559d12-26d3-41e1-b35a-ff10dff6c93a,PES-2018-0565,Utilização de macrófitas e ictiofauna nativa da região oeste do Paraná no tratamento de efluentes de tanque de cultivo de peixes e desenvolvimento de aquaponia como fonte de renda ,ADRIANA SACCOL PEREIRA,Laranjeiras do Sul,CIÊNCIAS AGRÁRIAS,cultivo orgânico; piscicultura; Tratamento de efluentes,"A produção de pescados no Brasil tem apresentado um crescimento ainda maior do que o observado em escala mundial. Apesar da necessidade da utilização de água de qualidade para o cultivo de organismos aquáticos, a atividade de piscicultura gera efluentes que causam a degradação ambiental, podendo causar eutrofização de corpos hídricos. Os efluentes de criações de organismos aquáticos são ricos em matéria orgânica e nutrientes, nitrogênio e fósforo, decorrentes de adubação, restos de ração e excreção. Nesse sentido, as técnicas de tratamento recomendadas para os efluentes são totalmente dependentes da composição e do volume gerado e, no Brasil, os sistemas de piscicultura utilizados apresentam grande variação e dessa forma, os efluentes produzidos apresentam composição e volume variável. Há alternativas para o tratamento do efluente gerado através da utilização de peixes filtradores para a redução da carga de nutrientes, ou ainda, com o uso de macrófitas aquáticas. As macrófitas são fotossintetizantes, totalmente ou parcialmente submersa ou flutuantes. Uma característica importante é a sua capacidade de ciclagem de nutrientes. Assim, o presente estudo terá como objetivo avaliar a eficiência de três espécies de macrófitas: Eichhornia crassipes – aguapé (flutuante), Pistia stratiotes – alface d’água (flutuante) e Salvinia molesta – (flutuante) no tratamento da água advinda de viveiros com peixes. Os sistemas de tratamento serão formados por uma unidade contendo tilápias (Oreochromus niloticus), cuja água abastecerá os tanques com macrófitas, sendo nove unidades experimentais contendo as diferentes espécies de macrófitas e três unidades controle sem macrófitas. Em cada unidade serão realizadas análises da água diariamente para verificar em que momento e em qual unidade a melhor condição de água é atingida, sendo o objetivo principal, identificar se alguma das espécies de macrófitas utilizadas apresenta melhor resultado no de tratamento de efluentes gerado pela piscicultura. Após a fase de identificação de melhor resultado obtido pelas macrófitas, o qual será aplicado posteriormente em pisciculturas de tamanhos maiores, as macrófitas serão substituídas por hortaliças tipo “baby leaf”, com o objetivo de avaliar o desenvolvimento das mesmas a partir de nutrientes resultantes de tanque com tilápias (Oreochromis niloticus) a fim de proporcionar uma nova alternativa de cultivo orgânico aos agricultores familiares.",Guarda-chuva: Projeto Interno,Ecologia e Monitoramento Ambiental,,2022-01-20
d8f32bae-3218-45b3-b42c-644a2c91605f,PES-2021-0414,Atlas da Paisagem do COREDE Norte do Rio Grande do Sul,RENATA FRANCESCHET GOETTEMS,Erechim,CIÊNCIAS SOCIAIS APLICADAS,Cidades Resilientes; Metodologia de análise da paisagem; Planejamento regional,"A presente pesquisa propõe estimular e ampliar o conhecimento da paisagem do COREDE Norte
do Rio Grande do Sul, com vistas a criar um Altas da Paisagem que possa subsidiar futuras ações
de planejamento local e regional. Entende-se que conhecer as potencialidades e fragilidades dos
locais que habitamos é de extrema relevância para nortear ações de planejamento adequadas ao
suporte geobiofísico no qual se está inserido. Principalmente se se deseja que as cidades do século
XXI sejam resilientes, inteligentes, sustentáveis e tecnológicas. Compreende-se que a paisagem
está em constante transformação, e nesse sentido é importante criar marcos temporais que
evidenciem essa trajetória, que observem as transformações sofridas e que possam nortear ações
futuras. Dessa forma, propõe-se uma ampla revisão de literatura que deverá criar um aporte teórico
e metodológico sobre o tema, bem como levantamento de dados para posterior análise e
correlações. Como resultado esperado, além da divulgação da pesquisa em periódicos e eventos
nacionais e internacionais, pretende-se desenvolver um Altas da Paisagem do COREDE Norte do
estado do Rio Grande do Sul.",Subprojeto,PROJETO E TECNOLOGIA DA ARQUITETURA,PES-2020-0034,2022-01-20
fbfb45cd-b551-4079-9081-93879dff55c7,PES-2018-0398,Estudo da biologia do solo,RUBENS FEY,Laranjeiras do Sul,CIÊNCIAS AGRÁRIAS,agroecossistemas; biologia do solo; co-inoculação,"A biologia do solo compreende todos os organismos que vivem no solo. Dentro desta diversidade, dos que possuem alguma função agrícula, tem os que agem nos processos de decomposição da matéria orgânica, transformadores de nutrientes (ciclagem de nutrientes), engenheiros do sistema e biocontroladores. O uso agrícola dos solos influencia na quantidade e na diversidade deste organinos. Práticas de inoculação de organismos no solo podem, por sua vez, influenciar na produtividade das culturas. Os estudos destas influências é fundamental para manter a diversidade do ecossistema também para manter o rendimento das culturas com potencial de uso comercial. Espera-se como resultados, além dos ambientais, a redução dos custos dos produtores, com a melhor necessidade de insumos químicos. ",Guarda-chuva: Projeto Interno,"Manejo do solo, água e planta em sistemas de produção - MASPROD",,2022-01-20
a25296e6-fc20-453f-a19c-e4ebdb718d23,PES-2019-0578,Experiências locais em políticas sociais no Noroeste do Rio Grande do Sul: um estudo das regiões Noroeste Colonial e Celeiro,EDEMAR ROTTA,Cerro Largo,OUTROS,Atores sociais; Descentralização; Desenvolvimento; Experiências locais; Políticas sociais,"A relação entre políticas sociais e dinâmicas de desenvolvimento das sociedades afirmou-se como campo de conhecimento nas ciências humanas, sociais e sociais aplicadas ao longo do século XX. A pesquisa proposta trabalha na interface entre as políticas sociais e o desenvolvimento local-regional, procurando analisar experiências implantadas pelos municípios das regiões Noroeste Colonial e Celeiro na área das políticas sociais. Toma-se como referência as experiências existentes nos 32 municípios que integram as regiões, nas áreas de políticas sociais definidas a partir do artigo 6º da Constituição Brasileira de 1988, no sentido de identificar os objetivos propostos, os atores sociais envolvidos, a população atendida e as repercussões no processo de desenvolvimento dos municípios. Utiliza-se como referência os pressupostos teóricos do método dialético, trabalhando com a pesquisa bibliográfica, a consulta aos sites das prefeituras, o contato com as assessorias de comunicação e com a chefia de gabinete dos prefeitos e a aplicação de um questionário estruturado. As informações obtidas serão organizadas e analisadas com base na técnica de análise de conteúdo. Para o estabelecimento de possíveis repercussões no processo de desenvolvimento utiliza-se como referência o Índice de Desenvolvimento Socioeconômico (IDESE). As políticas sociais são entendidas como a ação da sociedade organizada sobre as manifestações da questão social, tendo sua origem eminentemente associada à emergência da sociedade capitalista. Nesta sociedade, as políticas sociais constituíram-se e afirmaram-se como espaços privilegiados do conflito entre interesses de classe, estratos de classe e grupos sociais diferenciados, bem como espaços de atuação de profissionais especializados, especialmente ligados à área de ciências sociais e humanidades. A relação entre políticas sociais e projetos de desenvolvimento tornou-se mais evidente a partir das duas últimas décadas do século XX, quando passaram a ser questionados os indicadores e as concepções tradicionais, que centravam a análise do desenvolvimento nos fatores econômicos. A expansão dos estudos regionais e a afirmação do Índice de Desenvolvimento Humano (IDH) introduziram outras variáveis na análise do desenvolvimento, grande parte destas ligadas diretamente às políticas sociais. Com isso as políticas sociais passam a constituir, junto com o crescimento econômico, espaço privilegiado de atenção dos pesquisadores e dos agentes sociais que buscam entender as dinâmicas e os processos de desenvolvimento. No caso brasileiro, a Constituição Federal de 1988 consolidou um processo de descentralização na gestão das políticas sociais, ampliando o espaço de influência dos atores locais, especialmente no que tange à aplicação do fundo público disponível e a construção de propostas com base nas características das sociedades locais.",Subprojeto,Grupo de Pesquisa em Teorias e processos de Desenvolvimento,PES-2019-0024,2022-01-20
981ce3a9-0de9-4d21-8672-91821035fc73,PES-2021-0210,Representações da luta pela terra no Território da Cidadania Cantuquiriguaçu/PR,FABIO LUIZ ZENERATTI,Laranjeiras do Sul,CIÊNCIAS HUMANAS,Camponeses; Luta; Movimentos; Região; Território,"Esta pesquisa tem por objetivo compreender e representar espacialmente a luta pela terra no Território da Cidadania Cantuquiriguaçu, localizado no estado do Paraná. Trata-se de uma região de intensos conflitos fundiários, onde a luta camponesa contra o latifúndio possibilitou a concretização de diversos assentamentos e acampamentos. A pesquisa pretende produzir um conjunto de representações cartográficas, textuais e fotográficas da luta pela terra na região, para isso, buscará identificar os municípios que possuem conflitos por terra e os respectivos assentamentos e acampamentos presentes em seus limites territoriais. A metodologia da pesquisa consiste na realização de trabalhos de campo, estudo bibliográfico e análise de informações obtidas em bancos dados oficiais. Espera-se contribuir com a produção e disponibilização de dados que possam ser utilizados como subsídios para formulação de políticas públicas destinadas aos camponeses. Ademais, pretende-se sistematizar os resultados da pesquisa em um Atlas, com vistas a auxiliar novas pesquisas na região.",Subprojeto,Grupo de Pesquisa em Desenvolvimento Regional,PES-2019-0705,2022-01-20
58e66e08-7f75-4613-8531-6d44ea8608f5,PES-2020-0023,"Verificação dos tipos de traumas mais recorrentes nos acidentes por motocicletas no Município de Chapecó, SC no período de 2015 a 2020. ",DEBORA TAVARES DE RESENDE E SILVA,Chapecó,CIÊNCIAS DA SAÚDE,acidentes de trânsito; ; epidemiologia do trauma; motocicletas; tipos de trauma; vítimas do trânsito,"A proposta deste estudo é fazer uma análise quantitativa dos acidentes e dos traumas mais recorrentes nas vítimas de sinistros por motocicletas no Município de Chapecó, SC. A execução desse trabalho será baseada em um estudo retrospectivo dos anos de 2015 a 2020, a fim de compreender o perfil epidemiológico das lesões provocadas em acidentes envolvendo motocicletas. Esse tipo de levantamento fomenta reflexões acerca da temática, além de fornecer subsídios para o planejamento e  implementação de ações e políticas de saúde pública capazes de prevenir  e reduzir ocorrências desse tipo.",Guarda-chuva: Projeto Interno,Grupo de Estudo e Pesquisa Interdisciplinar Saúde e Cuidado (GEPISC),,2022-01-20
0e9af511-a989-4b97-a1a5-326a95f1d586,PES-2020-0060,Nanotoxicologia: estudo de efeitos de nanopartículas metálicas para organismos aquáticos,CRISTIANE FUNGHETTO FUZINATTO,Erechim,OUTROS,microalgas; microcrustaceos; nanopartículas metálicas; nanotoxicologia; testes com multiplas gerações,"A inovação tecnológica com a redução do tamanho de particulas e a introdução do movimento tecnológico intitulado como nanotecnologia proporciona a modificação estrutural de materiais de uso cotidiano criando novas formas e propriedades exclusivas decorrente desta diminuição de tamanho. Estes novos materias já são aplicados em larga escala, em diferentes áreas de conhecimento, tais como a medicina, ciências ambientais, farmacologia, processamento de alimentos entre outros. Os nanomateriais apresentam características distintas quando comparados ao mesmo composto em escala macroscópica devido a modificações de suas propriedades relacionadas a redução de tamanho (>100nm). Estas modificações de tamanho conferem a estes materiais novas propriedades e estes efeitos se diferem muito quando comparados ao mesmo material em escala macroscópica (bulk). Grande parte dos nanomateriais disponíveis no mercado são de nanopartículas metálicas e sabe- se que os metais tem potencial de ocasionar efeitos tóxicos aos organismos aquáticos. A contaminação de ambientes aquáticos por metais é um problema mundial e isto pode representar um grave risco ambiental. Ao entrar em contato com o ambiente as nanopartículas podem vir a se comportar de forma diferente  do que já está consagrado na literatura para materiais em escala macroscópica. Apesar do crescente aumento do número de publicações científicas a cerca dos nanomateriais ainda existe um desconhecimento dos efeitos toxicológicos da interação destes com organismos vivos. Desta forma esta proposta de pesquisa surge como uma maneira ampliar a literatura científica com novas informações a respeito dos efeitos de toxicidade para organismos aquáticos (microcrustaceos e microalgas) após a exposição a nanopartículas metálicas de interesse industrial.",Guarda-chuva: Projeto Interno,Biodiversidade e Conservação da Fauna - GPCON,,2022-01-20
